"accepted_taxa","original_taxa_YvozValPol","Flower.color_YvozValPol","Flower.class_YvozValPol","Flower.type_YvozValPol","PV.Bees_YvozValPol","PV.Bumblebees_YvozValPol","PV.butterflies_YvozValPol","PV.Hoverflies_YvozValPol","Nectar.quantity_YvozValPol","Pollen.quantity_YvozValPol","Floral.symmetry_YvozValPol","Flower.UV.reflectance.centre_YvozValPol","Flower.UV.reflectanceperiphery_YvozValPol","original_taxa_SPVignes","Flowering.onset_SPVignes","Germination.range_SPVignes","Germination.start_SPVignes","Plant.height_cm_SPVignes","Strategy_Grime_SPVignes","Lifeform_Raunkier_SPVignes","original_taxa_ATVinedivers","Growth.form_ATVinedivers","Strategy.Grime_ATVinedivers","Plant.lifespan_ATVinedivers"
"Primula elatior","Primula elatior","Yellow","Bumble bee flowers","Stalk disc flowers, stamina and pistil within tube",3.337244064,3.342340546,5.161801325,3.097993302,"None","Little","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primula veris","Primula veris","Yellow","Bumble bee flowers","Stalk disc flowers, stamina and pistil within tube",4.000517468,3.965729225,5.914414199,3.736015261,"Present","Little","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primula vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Primulaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunella laciniata","Prunella laciniata","White","Hymenoptere flowers","True lip flowers",4.420947072,5.52537779,7.089974902,2.638130768,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunella vulgaris","Prunella vulgaris","Violet","Hymenoptere flowers","True lip flowers",1,7.51,8.98,1,"Present","Present","Zygomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Prunella vulgaris","H","Csr","P"
"Prunus","Prunus avium_Prunus cerasifera_Prunus spinosa","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden in centre of flower",4.42044470433333,3.54837890433333,5.903826617,5.18754015766667,"None_Plenty_Present","Plenty_Present","Actinomorphe",8.83333333333333,8.83333333333333,NA,NA,NA,NA,NA,NA,NA,"Prunus sp.","T","C","P"
"Prunus avium","Prunus avium","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden in centre of flower",4.681913011,3.869318053,6.245616746,5.342047585,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus cerasifera","Prunus cerasifera","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden in centre of flower",4.130034182,3.171351523,5.511869001,5.042458363,"Plenty","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus cerasus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus domestica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus dulcis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus laurocerasus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus mahaleb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus padus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus spinosa","Prunus spinosa","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden in centre of flower",4.44938692,3.604467137,5.953994104,5.178114525,"None","Present","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psammophiliella muralis","Gypsophila muralis","Pink","Flowers with totally hidden nectar","Funnel flowers",3.840262968,3.577967906,5.590328723,3.887797599,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psilurus incurvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pteridium aquilinum","Pteridium aquilinum","Green","Wind flowers","Not applicable",2.180339624,1.823990424,3.590533143,2.541179125,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pterolepis glomerata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria arabica hispanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria dysenterica","Pulicaria dysenterica","Yellow","Flowers with totally hidden nectar","Flower heads, asteraceae, ray and disk flowers",6.55,5.6,8.3,7.41,"Little","Present","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria odora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulicaria vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pulmonaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus","Quercus petraea_Quercus robur","Green","Wind flowers","Not applicable",2.105654308,1.7057416285,3.4769635905,2.531331721,"Plenty_Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Quercus robur","T","C","P"
"Quercus cerris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus coccifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus ilex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus petraea","Quercus petraea","Green","Wind flowers","Not applicable",2.143073492,1.780228291,3.543006792,2.516603157,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus robur","Quercus robur","Green","Wind flowers","Not applicable",2.068235124,1.631254966,3.410920389,2.546060285,"Plenty","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Quercus robur","T","C","P"
"Quercus rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quercus suber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rabelera holostea","Stellaria holostea","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.82762499,4.076254111,6.452935129,5.391923842,"Present","Little","Actinomorphe",3.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus","Ranunculus acris_Ranunculus arvensis_Ranunculus bulbosus_Ranunculus muricatus_Ranunculus parviflorus_Ranunculus repens_Ranunculus sardous","Yellow","Flowers with partly hidden nectar_Flowers with totally hidden nectar","Disk flowers with nectar hidden_Disk flowers with nectar hidden nectaries at base of stamens",4.93918065342857,2.41517844485714,7.47137201885714,5.57769185428571,"Plenty_Present","Plenty","Actinomorphe",10.5714285714286,22.2857142857143,NA,NA,NA,NA,NA,NA,NA,"Ranunculus bulbosus_Ranunculus parviflorus","H","Csr_Sr","A_P"
"Ranunculus acris","Ranunculus acris","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.08,1,8.04,6,"Plenty","Plenty","Actinomorphe",3.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus acris subsp. friesianus","Ranunculus acris","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.08,1,8.04,6,"Plenty","Plenty","Actinomorphe",3.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus arvensis","Ranunculus arvensis","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.21,1,7.49,5.72,"Present","Plenty","Actinomorphe",3.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus bulbosus","Ranunculus bulbosus","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.94,1,8.25,5.71,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Ranunculus bulbosus","H","Csr","P"
"Ranunculus flammula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus gramineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus muricatus","Ranunculus muricatus","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.517132287,3.983124557,6.219802066,4.83692149,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus paludosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus parviflorus","Ranunculus parviflorus","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.517132287,3.983124557,6.219802066,4.83692149,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Ranunculus parviflorus","H","Sr","A"
"Ranunculus repens","Ranunculus repens","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.08,1,8.04,6,"Present","Plenty","Actinomorphe",3.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sardous","Ranunculus sardous","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.23,4.94,8.04,5.94,"Plenty","Plenty","Actinomorphe",53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ranunculus sceleratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus","Raphanus raphanistrum_Raphanus sativus","Violet_Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",5.5866976055,5.1572221775,7.3242152125,5.663691754,"Present","Plenty","Actinomorphe",7.5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum","Raphanus raphanistrum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",6.18,5.87,7.88,6.05,"Present","Plenty","Actinomorphe",3.5,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus raphanistrum subsp. raphanistrum","Raphanus raphanistrum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",6.18,5.87,7.88,6.05,"Present","Plenty","Actinomorphe",3.5,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphanus sativus","Raphanus sativus","Violet","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.993395211,4.444444355,6.768430425,5.277383508,"Present","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapistrum perenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapistrum rugosum","Rapistrum rugosum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.8426731,3.846425935,6.323668998,5.721143529,"Present","Plenty","Actinomorphe",3.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapistrum rugosum subsp. orientale","Rapistrum rugosum","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.8426731,3.846425935,6.323668998,5.721143529,"Present","Plenty","Actinomorphe",3.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichardia picroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda","Reseda lutea_Reseda luteola_Reseda phyteuma","White_Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden_Disk flowers with nectar hidden nectaries at base of stamens",4.93810791533333,2.107009713,6.97166719233333,5.30806581433333,"Present","Plenty","Zygomorphe",8.83333333333333,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda lutea","Reseda lutea","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",5.12,1,7.44,5.47,"Present","Plenty","Zygomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda luteola","Reseda luteola","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden",4.84,1,6.86,5.32,"Present","Plenty","Zygomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda phyteuma","Reseda phyteuma","White","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.854323746,4.321029139,6.615001577,5.134197443,"Present","Plenty","Zygomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reseda undata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynoutria japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhagadiolus edulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhagadiolus stellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamnus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamnus alaternus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamnus cathartica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheum x hybridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinanthus","Rhinanthus alectorolophus","Yellow","Bumble bee flowers","True lip flowers",3.908235171,6.019654691,7.093731246,0.885609194,"Little","None","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinanthus alectorolophus","Rhinanthus alectorolophus","Yellow","Bumble bee flowers","True lip flowers",3.908235171,6.019654691,7.093731246,0.885609194,"Little","None","Zygomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinanthus minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinanthus pumilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhizogemma staphylina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ribes uva-crispa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riccia sorocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riccia warnstorfii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridolfia segetum","Ridolfia segetum","Yellow","Flowers with totally hidden nectar","Not applicable",4.140968346,3.649444789,5.38,4.449451847,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinia pseudoacacia","Robinia pseudoacacia","White","Hymenoptere flowers","Flag blossom, fabaceae type",4.596126786,5.517338873,7.18516921,3.029419386,"Present","Plenty","Zygomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria apula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria argemone","Papaver argemone","Red","Pollen flowers","Pollen flower",4.95,1,3.7,4.95,"None","Plenty","Actinomorphe",53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria hispida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria hybrida","Roemeria hybrida","Blue","Flowers with totally hidden nectar","Disk flowers with nectar open",4.34485498,4.113918309,5.46,4.29357949,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa","Rorippa islandica_Rorippa sylvestris","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.908084851,4.115381061,6.5223419875,5.516401758,"Little_Present","Little_Plenty","Actinomorphe",3.5,37.25,NA,NA,NA,NA,NA,NA,NA,"Rorippa sylvestris","H","Csr","P"
"Rorippa amphibia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa austriaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa islandica","Rorippa islandica","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.769336125,4.03925859,6.397464968,5.312905688,"Little","Plenty","Actinomorphe",3.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rorippa sylvestris","Rorippa sylvestris","Yellow","Flowers with partly hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",5.046833577,4.191503532,6.647219007,5.719897828,"Present","Little","Actinomorphe",3.5,53,NA,NA,NA,NA,NA,NA,NA,"Rorippa sylvestris","H","Csr","P"
"Rorippa x armoracioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa","Rosa arvensis_Rosa canina","Pink_White","Pollen flowers","Pollen flower",4.435268278,2.038013879,4.733976691,4.8123306225,"Plenty_Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Rosa sp.","T","C","P"
"Rosa arvensis","Rosa arvensis","White","Pollen flowers","Pollen flower",3.890536556,3.076027758,5.317953382,4.644661245,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa canina","Rosa canina","Pink","Pollen flowers","Pollen flower",4.98,1,4.15,4.98,"Plenty","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Rosa canina","T","C","P"
"Rosa rubiginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa sempervirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rostraria cristata","Rostraria cristata","Green","Wind flowers","Not applicable",1,1,2.458076092,1,"None","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubia peregrina","Rubia peregrina","Yellow","Flowers with totally hidden nectar","Disk flowers with nectar hidden nectaries at base of stamens",4.502630695,3.85811051,5.43,4.966667725,"Present","Plenty","Actinomorphe",3.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubia tinctorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus","Rubus caesius","White","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.16,4.36,7.13,3.8,"Plenty","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus arcticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus armeniacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus caesius","Rubus caesius","White","Flowers with totally hidden nectar","Disk flowers with nectar hidden in centre of flower",4.16,4.36,7.13,3.8,"Plenty","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus fruticosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus idaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus ulmifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus vestitus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex","Rumex acetosa_Rumex acetosella_Rumex bucephalophorus_Rumex conglomeratus_Rumex crispus_Rumex obtusifolius_Rumex pulcher_Rumex sanguineus_Rumex thyrsiflorus","Green","Wind flowers_Wind flowers occassionally visited by insect","Not applicable",3.72242708111111,1.47066039744444,3.68902086922222,3.77261044944444,"None_Plenty_Present","Plenty","Actinomorphe",6.16666666666667,6.16666666666667,"Rumex sp","-","-","-",NA,"","Hémicryptophyte","Rumex sp.","H","Na","P"
"Rumex acetosa","Rumex acetosa","Green","Wind flowers occassionally visited by insect","Not applicable",3.57,1,3.62,3.57,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Rumex acetosa","H","Csr","P"
"Rumex acetosa subsp. acetosa","Rumex acetosa","Green","Wind flowers occassionally visited by insect","Not applicable",3.57,1,3.62,3.57,"None","Plenty","Actinomorphe",11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Rumex acetosa","H","Csr","P"
"Rumex acetosella","Rumex acetosella","Green","Wind flowers occassionally visited by insect","Not applicable",4.51,1,3.54,4.2,"Plenty","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,"Rumex acetosella","H","Csr","P"
"Rumex bucephalophorus","Rumex bucephalophorus","Green","Wind flowers","Not applicable",2.530519413,2.10681257,3.960108102,2.937758587,"Present","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex confertus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex conglomeratus","Rumex conglomeratus","Green","Wind flowers occassionally visited by insect","Not applicable",2.580441439,2.043043669,3.950359907,3.128578486,"Plenty","Plenty","Actinomorphe",3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex crispus","Rumex crispus","Green","Wind flowers occassionally visited by insect","Not applicable",4.65,1,3.77,4.32,"None","Plenty","Actinomorphe",11.5,11.5,"Rumex crispus","7","12","0?",NA,"C-r / c-s-r","Hémicryptophytes rosettés","Rumex crispus","H","Cr","P"
"Rumex crispus subsp. crispus","Rumex crispus","Green","Wind flowers occassionally visited by insect","Not applicable",4.65,1,3.77,4.32,"None","Plenty","Actinomorphe",11.5,11.5,"Rumex crispus","7","12","0?",NA,"C-r / c-s-r","Hémicryptophytes rosettés","Rumex crispus","H","Cr","P"
"Rumex cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex longifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex obtusifolius","Rumex obtusifolius","Green","Wind flowers occassionally visited by insect","Not applicable",5.25,1,3.23,4.77,"None","Plenty","Actinomorphe",11.5,11.5,"Rumex obtusifolius","6","12","0?",100,"C / c-s-r","Hémicryptophytes rosettés",NA,NA,NA,NA
"Rumex palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex patientia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex pulcher","Rumex pulcher","Green","Wind flowers occassionally visited by insect","Not applicable",5.25,1,3.23,4.77,"Plenty","Plenty","Actinomorphe",3.5,3.5,"Rumex pulcher","5","12","0?",NA,"C - r","Hémicryptophytes bisannuels",NA,NA,NA,NA
