"accepted_taxa","original_taxa_Groot","Root.lateral.spread_cm.yr-1_Groot","Root.diameter_mm_Groot","Root.C.concentration_Groot","Root.C.N.ratio_Groot","Root.dry.matter_Groot","Root.length.density_cm.cm-3_Groot","Root.mass.fraction_Groot","Root.mycorrhizal.colonization_Groot","Root.N.concentration_Groot","Root.tissue.density_g.cm-3_Groot","Root.depth_m_Groot","Specific.root.length_m.g-1_Groot"
"Icacina mannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impatiens trilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impatiens walleriana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Imperata brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Imperata cylindrica","Imperata cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA
"Indigastrum parviflorum","Indigofera parviflora",NA,NA,NA,NA,NA,NA,NA,43.3,NA,NA,NA,NA
"Indigofera","Indigofera colutea_Indigofera hirsuta_Indigofera trita",NA,NA,NA,NA,NA,NA,NA,83.22,NA,NA,NA,NA
"Indigofera berhautiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera colutea","Indigofera colutea",NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA
"Indigofera dendroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera geminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera hendecaphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera hirsuta","Indigofera hirsuta",NA,NA,NA,NA,NA,NA,NA,82.74,NA,NA,NA,NA
"Indigofera macrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera nummulariifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera polysphaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera secundiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera stenophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera strobilifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera tetrasperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera tinctoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera trita","Indigofera trita",NA,NA,NA,NA,NA,NA,NA,75.92,NA,NA,NA,NA
"Iphigenia pauciflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea","Ipomoea cairica_Ipomoea eriocarpa_Ipomoea pes-caprae_Ipomoea quamoclit_Ipomoea staphylina",NA,NA,NA,NA,NA,NA,0.11,59.89,NA,NA,NA,NA
"Ipomoea alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea aquatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea arachnosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea argentaurata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea asarifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea batatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea bolusiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea cairica","Ipomoea cairica",NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA
"Ipomoea carnea fistulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea coptica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea eriocarpa","Ipomoea eriocarpa",NA,NA,NA,NA,NA,NA,NA,48.07,NA,NA,NA,NA
"Ipomoea hederifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea heterotricha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea involucrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea mauritiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea muricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea nil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea obscura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea ochracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea pes-caprae","Ipomoea pes-caprae",NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
"Ipomoea pes-tigridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea pyrophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea quamoclit","Ipomoea quamoclit",NA,NA,NA,NA,NA,NA,NA,80.31,NA,NA,NA,NA
"Ipomoea sagittifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea setifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea staphylina","Ipomoea staphylina",NA,NA,NA,NA,NA,NA,NA,51.29,NA,NA,NA,NA
"Ipomoea tiliacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea triloba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea vagans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isachne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isachne kiyalaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ischaemum afrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ischaemum koleostachys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ischaemum rugosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolepis fluitans","Isolepis fluitans",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolona campanulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolona cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacquemontia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacquemontia tamnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jasminum pauciflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jatropha curcas","Jatropha curcas",NA,NA,NA,NA,0.1838,NA,0.128,NA,NA,NA,1.4,NA
"Jatropha gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juncus effusus","Juncus effusus",8,0.56575,442.037102329545,51.1259197213636,0.1982750025625,NA,NA,0,9.32576524775,0.20289025825,NA,42.2402578234545
"Justicia anselliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justicia flava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justicia ladanoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalanchoe crenata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kallstroemia pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keetia leucantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khaya senegalensis","Khaya senegalensis",NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA
"Kohautia grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kohautia tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lablab purpureus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laccosperma secundiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lactuca indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lagenaria breviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lagenaria guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggera alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggera crispata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggera gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamium amplexicaule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Landolphia hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lannea nigritana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lantana camara","Lantana camara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,NA
"Lantana rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lantana trifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laportea aestuans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lapsana communis","Lapsana communis",NA,0.130633333,NA,NA,NA,NA,0.310749072422222,NA,NA,0.378947368,NA,188.5387813
"Lasimorpha senegalensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea cornuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea nana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea rarifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Launaea taraxacifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lavandula angustifolia","Lavandula angustifolia",NA,NA,NA,NA,NA,NA,0.151523805,NA,NA,0.55,NA,11.3
"Lecaniodiscus cupanioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ledebouria sudanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leersia hexandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lemna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lemna aequinoctialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lemna minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonotis nepetifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leonurus sibiricus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidagathis alopecuroidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium africanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium bonariense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidium didymum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepistemon owariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptactina densiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia lanceolata lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia pyrotechnica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptocarydion vulpiastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa","Leptochloa chinensis",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Leptochloa caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa chinensis","Leptochloa chinensis",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Leptochloa scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptoderris ledermannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptoderris miegei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptothrium senegalense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepturus radicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leucaena leucocephala","Leucaena leucocephala",NA,0.533333333333333,NA,NA,NA,NA,0.44,NA,19,NA,1.5,20.5333333333333
"Leucas lavandulifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leucas martinicensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindernia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindernia rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linzia ituriensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lipotriche scandens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia chevalieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Litsea glutinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Litsea monopetala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lobelia cliffortiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lolium perenne","Lolium perenne",4.1,0.37800445,386.672245847628,45.9662182146667,0.207519403884967,6.2,0.484061807658065,36,8.66953431599874,0.104845371069811,0.955,220.847109459048
"Lonchocarpus sericeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lonicera confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lophira lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotononis rostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lotus arabicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loudetia togoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia abyssinica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia adscendens diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia hyssopifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia leptocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia octovalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ludwigia stenorraphe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luffa aegyptiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luziola subintegra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzula campestris","Luzula campestris",8,0.1457333334,NA,NA,NA,0.0369326830625,0.3143643005,0,NA,0.3333333334,NA,551.183002452
"Lygodium flexuosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia arvensis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia foemina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macropsychanthus comosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium atropurpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium lathyroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroptilium longepedunculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macrotyloma biflorum biflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maesobotrya barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacantha alnifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malachra radiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallotus oppositifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malva parviflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malvastrum coromandelianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mangifera indica","Mangifera indica",NA,NA,NA,NA,NA,NA,0.2425,NA,NA,NA,4.7,NA
"Manihot esculenta","Manihot esculenta",NA,NA,NA,NA,NA,NA,0.3775,NA,NA,NA,NA,NA
"Manotes expansa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mansonia altissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marantochloa cuspidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mareya micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Margaritaria discoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsilea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsilea minuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marsypianthes chamaedrys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecardonia procumbens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Medicago","Medicago polymorpha",NA,NA,NA,NA,NA,NA,0.3125,NA,NA,NA,NA,NA
"Medicago polymorpha","Medicago polymorpha",NA,NA,NA,NA,NA,NA,0.3125,NA,NA,NA,NA,NA
"Megathyrsus maximus","Megathyrsus maximus",NA,NA,NA,NA,NA,NA,0.205,NA,NA,NA,NA,NA
"Melaleuca quinquenervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melasma melampyroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melastoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melastomastrum capitatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melia azedarach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melicope pteleifolia","Melicope pteleifolia",NA,0.25397,511.14,21.66765579,NA,NA,NA,71,23.59,0.21,NA,97.19
"Melilotus albus","Melilotus albus",NA,NA,NA,NA,NA,NA,0.655172414,37.95,16.9,0.05685,NA,99.645
"Melilotus indicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melinis minutiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melinis repens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melliniella micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melochia corchorifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melochia pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merremia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merremia emarginata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merremia hederacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merremia pterygocaulos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mesosphaerum pectinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mesosphaerum suaveolens","Hyptis suaveolens",NA,NA,NA,NA,NA,NA,NA,54.27,NA,NA,NA,NA
"Mezoneuron benthamianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miconia","Clidemia hirta",NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA
"Miconia crenata","Clidemia hirta",NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA
"Microchloa indica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micrococca mercurialis","Micrococca mercurialis",NA,NA,NA,NA,NA,NA,NA,53.7,NA,NA,NA,NA
"Microdesmis keayana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mikania","Mikania micrantha",NA,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA
"Mikania cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mikania micrantha","Mikania micrantha",NA,NA,NA,NA,NA,NA,0.095,NA,NA,NA,NA,NA
"Milicia excelsa","Milicia excelsa",NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA
"Milicia regia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Millettia thonningii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Millettia zechiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa","Mimosa pudica",NA,NA,NA,NA,NA,NA,NA,72.21,NA,NA,NA,NA
"Mimosa candollei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa diplotricha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa pigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mimosa pudica","Mimosa pudica",NA,NA,NA,NA,NA,NA,NA,72.21,NA,NA,NA,NA
"Mirabilis jalapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miscanthidium violaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitracarpus hirtus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitragyna inermis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitragyna stipulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mollugo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mollugo verticillata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Momordica balsamina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Momordica charantia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Momordica cissoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Momordica foetida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mondia whitei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monechma ciliatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monodora tenuifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monodora undulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montrichardia arborescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moorochloa eruciformis","Brachiaria eruciformis",NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA
"Morinda citrifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morinda lucida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Motandra paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mucuna","Mucuna pruriens",NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA
"Mucuna flagellipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mucuna pruriens","Mucuna pruriens",NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA
"Murdannia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murdannia nudiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murdannia simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murraya koenigii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murraya paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musa paradisiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
